,Date,Open,High,Low,Close,ticker_symbol,high_diff,id
0,2022-08-30,95.860001,96.970001,92.620003,93.839996,BABA,0,db32fc9a-2f3d-11ed-b7d7-e070ea36dd3d
1,2022-08-31,96.660004,98.620003,94.919998,95.410004,BABA,1.67,db32fc9a-2f3d-11ed-b7d7-e070ea36dd3d
2,2022-09-01,92.75,94.519997,91.669998,93.709999,BABA,-4.34,db32fc9a-2f3d-11ed-b7d7-e070ea36dd3d
3,2022-09-02,91.769997,93.667999,90.769997,91.800003,BABA,-0.91,db32fc9a-2f3d-11ed-b7d7-e070ea36dd3d
4,2022-09-06,89.32,89.470001,87.800003,88.449997,BABA,-4.69,db32fc9a-2f3d-11ed-b7d7-e070ea36dd3d
5,2022-09-07,88.519997,90.860001,87.755997,90.599998,BABA,1.53,db32fc9a-2f3d-11ed-b7d7-e070ea36dd3d
