,Date,Open,High,Low,Close,ticker_symbol,high_diff,id
0,2022-08-30,90.059998,90.150002,85.339996,86.940002,AMD,0,da09c554-2f3d-11ed-8464-e070ea36dd3d
1,2022-08-31,86.279999,86.720001,83.720001,84.870003,AMD,-3.96,da09c554-2f3d-11ed-8464-e070ea36dd3d
2,2022-09-01,82.349998,82.760002,78.519997,82.330002,AMD,-4.78,da09c554-2f3d-11ed-8464-e070ea36dd3d
3,2022-09-02,83.32,83.650002,79.809998,80.239998,AMD,1.06,da09c554-2f3d-11ed-8464-e070ea36dd3d
4,2022-09-06,80.410004,80.889999,78.370003,78.720001,AMD,-3.41,da09c554-2f3d-11ed-8464-e070ea36dd3d
5,2022-09-07,79.239998,80.25,77.739998,79.610001,AMD,-0.8,da09c554-2f3d-11ed-8464-e070ea36dd3d
